,medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
1,Lider 919,04/01/2021,"Más infraestructura y visibilidad, las razones de la baja en el número de ciclistas fallecidos en 2020",error,error,0,4.81,https://lider919.com/mas-infraestructura-y-visibilidad-las-razones-de-la-baja-en-el-numero-de-ciclistas-fallecidos-en-2020,HTTP 404,
14,Notisistema,15/01/2021,Más obras en ciclovía de Ávila Camacho pone en riesgo a ciclistas,playwright,playwright,252,5.72,https://www.notisistema.com/noticias/mas-obras-en-ciclovia-de-avila-camacho-pone-en-riesgo-a-ciclistas/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
15,Notisistema,22/01/2021,Afecta pandemia viajes a través de MiBici,playwright,playwright,252,5.46,https://www.notisistema.com/noticias/afecta-pandemia-viajes-a-traves-de-mibici/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
17,UDGTV,27/01/2021,Próxima semana arranca instalación de ciclovía de 6.4 kilómetros en calle Gigantes,playwright,playwright,113,6.35,https://udgtv.com/noticias/proxima-semana-arranca-instalacion-ciclovia-6-4-kilometros-calle-gigantes/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
19,Notisistema,28/01/2021,Piden a autoridades poner orden en las ciclovías de las calles 32 y 34,playwright,playwright,252,5.81,https://www.notisistema.com/noticias/piden-a-autoridades-poner-orden-en-las-ciclovias-de-las-calles-32-y-34/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
20,Notisistema,28/01/2021,Surgen inconformidades entre vecinos de calle Gigantes por ciclovía,playwright,playwright,252,5.38,https://www.notisistema.com/noticias/1222126-2/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
21,Lider 919,29/01/2021,Continúan trabajos en la ciclovía de Avenida Guadalupe,error,error,0,4.61,https://lider919.com/continuan-trabajos-en-la-ciclovia-de-avenida-guadalupe,HTTP 404,
22,Notisistema,29/01/2021,Cambios de anchura en la calle Gigantes complican instalación de ciclovía,playwright,playwright,252,5.75,https://www.notisistema.com/noticias/cambios-de-anchura-de-gigantes-complicacion-para-instalar-ciclovia-en-gigantes/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
23,Notisistema,29/01/2021,"No se afectarán carriles de estacionamiento con ciclovía en Gigantes, advierten autoridades",playwright,playwright,252,5.26,https://www.notisistema.com/noticias/no-se-afectaran-carriles-de-estacionamiento-con-ciclovia-en-gigantes-advierten-autoridades/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
24,Notisistema,29/01/2021,Vecinos aseguran que circulan más ciclistas por Javier Mina que por Gigantes,playwright,playwright,252,5.32,https://www.notisistema.com/noticias/vecinos-aseguran-que-circulan-mas-ciclistas-por-javier-mina-que-por-gigantes/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
